name	id	nutrients	usda_id	energy	usda_equivalent
Foglie d'ulivo	/m/03qjp5c	/m/07xdk0q,/m/07xdjzz,/m/07xdk5d,/m/07xdj_4,/m/07xdjx5,/m/07xdjxc,/m/07xdk18,/m/07xdk3x,/m/07xdjyd,/m/07xdjwm,/m/07xdk0x,/m/07xdk20,/m/07xdk5r,/m/07xdk50,/m/07xdjz6,/m/07xdk3b,/m/07xdjwt,/m/07xdk04,/m/07xdjys,/m/07xdj_d,/m/07xdjxl,/m/07xdk3j,/m/07xdjyl,/m/07xdjy6,/m/07xdk2z,/m/07xdk68,/m/07xdjxs,/m/07xdk6v,/m/07xdk34,/m/07xdk0b,/m/07xdk4g,/m/07xdk1n,/m/07xdk1v,/m/07xdj_s,/m/07xdk0j,/m/07xdk42,/m/07xdk6g,/m/07xdk12,/m/07xdj_z,/m/07xdjy0,/m/07xdjw_,/m/07xdj_l,/m/07xdjyz,/m/07xdk56,/m/07xdk26,/m/07xdk6n,/m/07xdk48,/m/07xdk4v,/m/07xdk2s,/m/07xdk2l,/m/07xdk3q,/m/07xdk2d,/m/07xdjzl,/m/07xdk4n,/m/07xdk1g,/m/07xdjzd,/m/07xdk62		1209.0	20095
Cod	/m/0bdcn	/m/07xblkb,/m/07xblqb,/m/07xblcj,/m/07xblcx,/m/07xblf6,/m/07xblhv,/m/07xblg4,/m/07xblgb,/m/07xblpd,/m/07xblcq,/m/07xblnn,/m/07xblkv,/m/07xblby,/m/07xblf0,/m/07xblmj,/m/07xblls,/m/07xbldv,/m/07xblmq,/m/07xblm4,/m/07xblpz,/m/07xblpl,/m/07xblh2,/m/07xblps,/m/07xbln2,/m/07xbllz,/m/07xblqq,/m/07xblj6,/m/07xblnv,/m/07xblld,/m/07xblj0,/m/07xblmb,/m/07xblhg,/m/07xblfl,/m/07xblhn,/m/07xblcb,/m/07xblp0,/m/07xbll6,/m/07xblq4,/m/07xblll,/m/07xblng,/m/07xblgj,/m/07xblp6,/m/07xbldn,/m/07xblc3,/m/07xbll0,/m/07xblfd,/m/07xblbk,/m/07xblqj,/m/07xblfs,/m/07xblr2,/m/07xblgq,/m/07xblh8,/m/07xbljs,/m/07xbln8,/m/07xblk4,/m/07xblqx,/m/07xbljl,/m/07xbljz,/m/07xblbr,/m/07xblr8,/m/07xbld2,/m/07xbldg,/m/07xbld8,/m/07xbljd,/m/07xblfz,/m/07xblmx,/m/07xblgx		343.0	15015
Orange	/m/0cyhj_	/m/07x6t8w,/m/07x6t1s,/m/07x6tbx,/m/07x6sxq,/m/07x6t16,/m/07x6tgv,/m/07x6t0n,/m/07x6tl6,/m/07x6t40,/m/07x6t9_,/m/07x6t9f,/m/07x6t5q,/m/07x6tcg,/m/07x6svg,/m/07x6t2x,/m/07x6thz,/m/07x6t54,/m/07x6sr1,/m/07x6t89,/m/07x6tfq,/m/07x6sx4,/m/07x6sqh,/m/07x6szd,/m/07x6tg8,/m/07x6sn7,/m/07x6skx,/m/07x6tkn,/m/07x6szz,/m/07x6stx,/m/07x6tjj,/m/07x6slg,/m/07x6thd,/m/07x6spc,/m/07x6tk2,/m/07x6swl,/m/07x6t7f,/m/07x6t3g,/m/07x6ssr,/m/07x6skb,/m/07x6syv,/m/07x6sm0,/m/07x6sy8,/m/07x6t69,/m/07x6srm,/m/07x6t6w,/m/07x6s_j,/m/07x6spy,/m/07x6snt,/m/07x6t02,/m/07x6td0,/m/07x6sw0,/m/07x6tdl,/m/07x6smp,/m/07x6ss5,/m/07x6sjs,/m/07x6tf4,/m/07x6t2b,/m/07x6t4l,/m/07x6stb		197.0	09200
Shipova	/m/08dl28	/m/07x70ls,/m/07x70zh,/m/07x711h,/m/07x712m,/m/07x70w3,/m/07x717w,/m/07x70mk,/m/07x716r,/m/07x70sh,/m/07x70q7,/m/07x70yr,/m/07x70m5,/m/07x70k8,/m/07x715_,/m/07x70s3,/m/07x70z3,/m/07x70wh,/m/07x718_,/m/07x70qm,/m/07x70_7,/m/07x719c,/m/07x712_,/m/07x70t7,/m/07x713r,/m/07x70vr,/m/07x70xm,/m/07x70kn,/m/07x70_m,/m/07x719r,/m/07x713c,/m/07x70rc,/m/07x70zw,/m/07x714w,/m/07x70tm,/m/07x70t_,/m/07x70yc,/m/07x70pw,/m/07x70x_,/m/07x70__,/m/07x70ph,/m/07x70sw,/m/07x717h,/m/07x70l0,/m/07x70nc,/m/07x7113,/m/07x70q_,/m/07x7127,/m/07x710c,/m/07x714h,/m/07x7173,/m/07x7187,/m/07x7157,/m/07x70vc,/m/07x71b3,/m/07x711w,/m/07x718m,/m/07x70ld,/m/07x70p3,/m/07x70rr,/m/07x70my,/m/07x70jj,/m/07x70x7,/m/07x70ww,/m/07x70nr,/m/07x715m,/m/07x7143,/m/07x716c,/m/07x710r,/m/07x70jx		242.0	09252
Lemon Aspen	/m/0g5ckd	/m/07x6g_1,/m/07x6h63,/m/07x6gsy,/m/07x6gz9,/m/07x6h0k,/m/07x6h4m,/m/07x6hfm,/m/07x6h2c,/m/07x6h7m,/m/07x6h5c,/m/07x6h33,/m/07x6h6w,/m/07x6hbm,/m/07x6gw5,/m/07x6gtp,/m/07x6gvf,/m/07x6hdw,/m/07x6grr,/m/07x6hd3,/m/07x6h1m,/m/07x6hgc,/m/07x6h9w,/m/07x6h8c,/m/07x6gxt,/m/07x6hhw,/m/07x6gx1,/m/07x6gyk,/m/07x6h3w,/m/07x6hcc,/m/07x6h93,/m/07x6hh3,/m/07x6g_t,/m/07x6hjm		84.0	09151
Rubus parvifolius	/m/04d_lqn	/m/07x798v,/m/07x7bqd,/m/07x7bvx,/m/07x79wg,/m/07x7b22,/m/07x7bl1,/m/07x791b,/m/07x79sg,/m/07x79y8,/m/07x78xl,/m/07x78tc,/m/07x7b9x,/m/07x78w2,/m/07x79fb,/m/07x78qc,/m/07x78nw,/m/07x7b_d,/m/07x7btd,/m/07x7b3x,/m/07x797b,/m/07x79gv,/m/07x79bb,/m/07x79pg,/m/07x7bxd,/m/07x792v,/m/07x7b5d,/m/07x7b6x,/m/07x7b08,/m/07x795v,/m/07x7b8d,/m/07x79jb,/m/07x79mn,/m/07x79qz,/m/07x7bgf,/m/07x7bdx,/m/07x79cv,/m/07x7bnw,/m/07x7bjg,/m/07x78rw,/m/07x79l4,/m/07x79tz,/m/07x79zs,/m/07x78zb,/m/07x794b,/m/07x78mc,/m/07x7byx,/m/07x78kw,/m/07x7bcd,/m/07x78_v,/m/07x7brx		220.0	09302
Dried Scallop	/m/04hdl_h	/m/07xfdb9,/m/07xfd9r,/m/07xfd95,/m/07xfd4g,/m/07xfd59,/m/07xfd5p,/m/07xfd42,/m/07xfd7g,/m/07xfd6w,/m/07xfd81,/m/07xfdcm,/m/07xfdcf,/m/07xfdc1,/m/07xfd6n,/m/07xfdbp,/m/07xfd9y,/m/07xfd8f,/m/07xfd5w,/m/07xfd62,/m/07xfd87,/m/07xfd52,/m/07xfdc7,/m/07xfdbw,/m/07xfdct,/m/07xfd8t,/m/07xfd4p,/m/07xfd68,/m/07xfd5h,/m/07xfd8_,/m/07xfdbh,/m/07xfd7v,/m/07xfd71,/m/07xfd9k,/m/07xfd4x,/m/07xfdd5,/m/07xfdc_,/m/07xfd7n,/m/07xfd48,/m/07xfdb3,/m/07xfd8m,/m/07xfd6g,/m/07xfd78,/m/07xfd9c		469.0	90240
Peychaud's Bitters	/m/0465khx	/m/07xb9j8,/m/07xb8wn,/m/07xb9d4,/m/07xb9b2,/m/07xb8yq,/m/07xb980,/m/07xb8_s,/m/07xb95z,/m/07xb91v,/m/07xb8r5,/m/07xb9g6,/m/07xb93x,/m/07xb8t7		1234.0	14533
Kipper	/m/04ct4	/m/07xbqpg,/m/07xbqvk,/m/07xbqw9,/m/07xbqp8,/m/07xbqxq,/m/07xbqpv,/m/07xbqq0,/m/07xbqm5,/m/07xbqql,/m/07xbqnq,/m/07xbr00,/m/07xbqr4,/m/07xbr14,/m/07xbqx4,/m/07xbqws,/m/07xbqz0,/m/07xbr0z,/m/07xbqmr,/m/07xbqw3,/m/07xbqxj,/m/07xbq_v,/m/07xbqp2,/m/07xbqqz,/m/07xbqmk,/m/07xbqnj,/m/07xbqq6,/m/07xbqxx,/m/07xbqpn,/m/07xbqyv,/m/07xbqnb,/m/07xbqtm,/m/07xbqrb,/m/07xbr22,/m/07xbr1q,/m/07xbqv5,/m/07xbqnx,/m/07xbqwh,/m/07xbqqd,/m/07xbr1b,/m/07xbqzx,/m/07xbqvy,/m/07xbqxb,/m/07xbqvc,/m/07xbq_2,/m/07xbqy2,/m/07xbr0l,/m/07xbqy8,/m/07xbqmz,/m/07xbqqs,/m/07xbq_g,/m/07xbqwz,/m/07xbqmc,/m/07xbq_8,/m/07xbqt_,/m/07xbr1x,/m/07xbqz6,/m/07xbqtt,/m/07xbqyn,/m/07xbqn4,/m/07xbr06,/m/07xbqzn,/m/07xbqvr,/m/07xbqtf,/m/07xbqyg,/m/07xbr0s,/m/07xbr1j,/m/07xbr0d,/m/07xbq_n		908.0	15042
Vinegar	/m/080vl	/m/07x5cz2,/m/07x5c_f,/m/07x5c__,/m/07x5c_m,/m/07x5czw,/m/07x5czh,/m/07x5cz9,/m/07x5d05,/m/07x5c_1,/m/07x5c_t,/m/07x5c_7,/m/07x5cyx,/m/07x5czp		76.0	02053
Peacotum	/m/06rk56	/m/07x6_8t,/m/07x6_yd,/m/07x6_44,/m/07x706q,/m/07x6_r_,/m/07x7050,/m/07x6_fw,/m/07x6_tp,/m/07x6__n,/m/07x6_nm,/m/07x701x,/m/07x6_1w,/m/07x6_hk,/m/07x7044,/m/07x6_ly,/m/07x6_2f,/m/07x6_d5,/m/07x6__2,/m/07x700s,/m/07x6_x8,/m/07x702g,/m/07x6_dr,/m/07x6_4q,/m/07x6_q9,/m/07x6_bh,/m/07x6_yz,/m/07x707v,/m/07x6_3l,/m/07x6_mh,/m/07x703l,/m/07x7064,/m/07x6_58,/m/07x6_vt,/m/07x7030,/m/07x6_rf,/m/07x6_6t,/m/07x6_7c,/m/07x6_5y,/m/07x6_cm,/m/07x6_jp,/m/07x6_f9,/m/07x6_9c,/m/07x6_lc,/m/07x6_pr,/m/07x6_9y,/m/07x708d,/m/07x6_g_,/m/07x6_0r,/m/07x7078,/m/07x6_7y,/m/07x6_kt,/m/07x6_k7,/m/07x6_19,/m/07x6_2_,/m/07x6_gf,/m/07x701b,/m/07x6_v7,/m/07x6_t3,/m/07x6_sk,/m/07x6_n1,/m/07x6_c1,/m/07x6_wq,/m/07x6_p5,/m/07x6_j3,/m/07x705l,/m/07x6_xv,/m/07x6_zj,/m/07x7006,/m/07x6_qw		165.0	09236
Limoncello	/m/04t11q	/m/07xbh6b,/m/07xbbvl,/m/07xbbcd,/m/07xbd9y,/m/07xbfhf,/m/07xbhpb,/m/07xbdkf,/m/07xbg0t,/m/07xbc22,/m/07xb9n0,/m/07xbdsy,/m/07xbg89,/m/07xbf0f,/m/07xbj4n,/m/07xbght,/m/07xbcbv,/m/07xbgr9,/m/07xbf7y,/m/07xbclb,/m/07xbfs_,/m/07xbb3w,/m/07xbd1b,/m/07xbhxv,/m/07xbctv,/m/07xbhfv,/m/07xbjd4,/m/07xbblx,/m/07xbgzv,/m/07xb9wj		1289.0	14534
Kohlrabi	/m/04bk6	/m/07x8c23,/m/07x8bzy,/m/07x8b_3,/m/07x8c0m,/m/07x8btv,/m/07x8bwy,/m/07x8c1k,/m/07x8c07,/m/07x8bwr,/m/07x8bxp,/m/07x8bt8,/m/07x8bvm,/m/07x8btg,/m/07x8b_p,/m/07x8bv7,/m/07x8bx9,/m/07x8bxw,/m/07x8bwk,/m/07x8bym,/m/07x8bt2,/m/07x8bzr,/m/07x8by1,/m/07x8c0_,/m/07x8c29,/m/07x8c2h,/m/07x8b_9,/m/07x8c0f,/m/07x8b_w,/m/07x8btn,/m/07x8by7,/m/07x8bzk,/m/07x8byt,/m/07x8c1y,/m/07x8c1c,/m/07x8bv1,/m/07x8bwc,/m/07x8c1r,/m/07x8c01,/m/07x8bv_,/m/07x8byf,/m/07x8bz5,/m/07x8by_,/m/07x8b_h,/m/07x8bx3,/m/07x8bvf,/m/07x8c0t,/m/07x8bvt,/m/07x8bw5,/m/07x8c15,/m/07x8bxh,/m/07x8bzc		113.0	11241
Ackee	/m/02000n	/m/07x6lg4,/m/07x6ljs,/m/07x6lc4,/m/07x6lcx,/m/07x6ljd,/m/07x6lm0,/m/07x6lp8,/m/07x6lf0,/m/07x6lfs,/m/07x6lcj,/m/07x6lms,/m/07x6lpn,/m/07x6l82,/m/07x6lfd,/m/07x6ll8,/m/07x6lh8,/m/07x6lqs,/m/07x6lln,/m/07x6lbs,/m/07x6l8g,/m/07x6lbd,/m/07x6l96,/m/07x6lq0,/m/07x6lkx,/m/07x6lb0,/m/07x6lnx,/m/07x6lnj,/m/07x6l9l,/m/07x6l8v,/m/07x6lmd,/m/07x6lgj,/m/07x6lj0,/m/07x6lr4,/m/07x6ld8,/m/07x6lkj,/m/07x6lgx,/m/07x6lqd,/m/07x6lk4,/m/07x6ldn,/m/07x6ln4,/m/07x6lhn		276.0	09164
Apple dumplings	/m/0d_m3h				
Ramen	/m/09gms	/m/07x5r0w,/m/07x5qrd,/m/07x5qt9,/m/07x5qzd,/m/07x5r0p,/m/07x5qt3,/m/07x5qsk,/m/07x5qzl,/m/07x5qsy,/m/07x5qw6,/m/07x5qyg,/m/07x5qzs,/m/07x5qw0,/m/07x5qyv,/m/07x5qr6,/m/07x5qwl,/m/07x5qzz,/m/07x5qxj,/m/07x5qsr,/m/07x5qxx,/m/07x5qx4,/m/07x5q_b,/m/07x5qsc,/m/07x5qxb,/m/07x5q_4,/m/07x5qyn,/m/07x5qy8,/m/07x5qz0,/m/07x5qwd,/m/07x5qrs,/m/07x5r03,/m/07x5q_y,/m/07x5qrl,/m/07x5qs5,/m/07x5r0h,/m/07x5q_k,/m/07x5qy2,/m/07x5qws,/m/07x5q_r,/m/07x5qz6,/m/07x5qwz,/m/07x5qv5,/m/07x5qrz,/m/07x5qxq,/m/07x5r09		1895.0	06583
Jasmine rice	/m/094qrr	/m/07xdc8d,/m/07xdcd4,/m/07xdb_d,/m/07xdc50,/m/07xdbtd,/m/07xdc34,/m/07xdbw6,/m/07xdc9j,/m/07xdcdj,/m/07xdbwl,/m/07xdccs,/m/07xdbyx,/m/07xdcb8,/m/07xdc6j,/m/07xdc78,/m/07xdcf8,/m/07xdc8s,/m/07xdbwz,/m/07xdc6x,/m/07xdcfn,/m/07xdcgs,/m/07xdcdx,/m/07xdc7n,/m/07xdby4,/m/07xdbz8,/m/07xdbyj,/m/07xdbvv,/m/07xdbvg,/m/07xdc4n,/m/07xdbzn,/m/07xdc94,/m/07xdcg0,/m/07xdc20,/m/07xdc80,/m/07xdc5s,/m/07xdbxs,/m/07xdb_s,/m/07xdc0x,/m/07xdc2s,/m/07xdcc0,/m/07xdc04,/m/07xdc64,/m/07xdcbn,/m/07xdcgd,/m/07xdc5d,/m/07xdc1n,/m/07xdbxb,/m/07xdch4,/m/07xdc18,/m/07xdb_0,/m/07xdchj,/m/07xdc0j,/m/07xdccd,/m/07xdc3j,/m/07xdc9x,/m/07xdchx,/m/07xdc3x,/m/07xdbts,/m/07xdc48,/m/07xdc2d		1527.0	20044
Komatsuna	/m/0b45fc	/m/07x8jtl,/m/07x8jsg,/m/07x8jnq,/m/07x8jwv,/m/07x8jrb,/m/07x8jwg,/m/07x8jnb,/m/07x8jxz,/m/07x8jzv,/m/07x8jq6,/m/07x8jx6,/m/07x8j_z,/m/07x8j_6,/m/07x8jyb,/m/07x8jtz,/m/07x8jp2,/m/07x8jmh,/m/07x8jlc,/m/07x8jyq,/m/07x8jvb,/m/07x8js2,/m/07x8jm3,/m/07x8jt6,/m/07x8jvq,/m/07x8jsv,/m/07x8jmx,/m/07x8jzg,/m/07x8jw2,/m/07x8jlr,/m/07x8jql,/m/07x8jpv,/m/07x8jxl,/m/07x8jz2,/m/07x8jqz,/m/07x8jpg,/m/07x8j_l,/m/07x8jrq		92.0	11274
Black pepper	/m/0139zp	/m/07x55dm,/m/07x550f,/m/07x54q3,/m/07x5537,/m/07x5545,/m/07x5553,/m/07x54wr,/m/07x55kp,/m/07x54lc,/m/07x55jr,/m/07x54p5,/m/07x54hd,/m/07x54dj,/m/07x5529,/m/07x55pg,/m/07x54xp,/m/07x54sy,/m/07x54n7,/m/07x55ml,/m/07x55rb,/m/07x55t6,/m/07x54vt,/m/07x557y,/m/07x556_,/m/07x55br,/m/07x55s8,/m/07x55fy,/m/07x54r_,/m/07x55qd,/m/07x54fj,/m/07x54r1,/m/07x54kf,/m/07x54jb,/m/07x54ym,/m/07x54zk,/m/07x55ht,/m/07x559t,/m/07x5561,/m/07x558w,/m/07x55lm,/m/07x54m9,/m/07x55gw,/m/07x551c,/m/07x54gg,/m/07x54_h,/m/07x55nj,/m/07x55cp,/m/07x54tw		1067.0	02030
Tic Tac	/m/01jy5x				
Fenugreek	/m/01qfl8	/m/07x521y,/m/07x51x9,/m/07x51zy,/m/07x51nl,/m/07x51p3,/m/07x51qp,/m/07x5231,/m/07x51q9,/m/07x51_p,/m/07x51vt,/m/07x51yf,/m/07x51sk,/m/07x520t,/m/07x51w5,/m/07x523f,/m/07x51sy,/m/07x51tp,/m/07x51wy,/m/07x51rt,/m/07x51xp,/m/07x51vf,/m/07x5259,/m/07x51_9,/m/07x51rf,/m/07x51s5,/m/07x51r1,/m/07x51t9,/m/07x5215,/m/07x51zk,/m/07x51v1,/m/07x51n6,/m/07x51wk,/m/07x51z5,/m/07x524y,/m/07x520f,/m/07x5245,/m/07x51yt,/m/07x51pw,/m/07x521k,/m/07x522p,/m/07x51y1,/m/07x5201,/m/07x524k,/m/07x5229,/m/07x51ph,/m/07x523t		1352.0	02019
Carpano	/m/05n935t	/m/07xb317,/m/07xb2sm,/m/07xb1xz,/m/07xb2nw,/m/07xb2ht,/m/07xb2v9,/m/07xb291,/m/07xb1w8,/m/07xb1tl,/m/07xb2df,/m/07xb1rl,/m/07xb2kh,/m/07xb2br,/m/07xb25p,/m/07xb229,/m/07xb2_c,/m/07xb27c,/m/07xb2qk,/m/07xb32y,/m/07xb23_,/m/07xb2g3,/m/07xb2w_,/m/07xb1zn,/m/07xb2yp,/m/07xb2m5,/m/07xb20m		347.0	14084
Anellini	/m/069qlf	/m/07xdy9v,/m/07xf00h,/m/07xdssd,/m/07xdsyl,/m/07xd_37,/m/07xdt3b,/m/07xdqqv,/m/07xf0tn,/m/07xdwgm,/m/07xdrp4,/m/07xds00,/m/07xdx23,/m/07xdz8f,/m/07xdr14,/m/07xdx6_,/m/07xdymx,/m/07xdsmj,/m/07xdzyj,/m/07xdqkz,/m/07xdy4z,/m/07xdtrc,/m/07xd_kw,/m/07xdr60,/m/07xdtkz,/m/07xdxjy,/m/07xdyz5,/m/07xdt86,/m/07xdxcw,/m/07xdqwr,/m/07xdvd4,/m/07xdvw1,/m/07xd_83,/m/07xdvk6,/m/07xdtf2,/m/07xds9s,/m/07xdv19,/m/07xdy02,/m/07xf0hx,/m/07xf05c,/m/07xf0ns,/m/07xdzsn,/m/07xdrv0,/m/07xdrc2,/m/07xdwmh,/m/07xdqdr,/m/07xdrhz,/m/07xd_d_,/m/07xdv65,/m/07xdyss,/m/07xdtx7,/m/07xds4x,/m/07xdwy7,/m/07xdwsc,/m/07xdxvp,/m/07xdxpt,/m/07xdzf9,/m/07xdw4t,/m/07xdv_y,/m/07xdygq,/m/07xf0b7,/m/07xdw9p,/m/07xd_qr,/m/07xdvq5,/m/07xd_wm,/m/07xdzld,/m/07xdz37,/m/07xdsgn		1553.0	20120
Mint leaf	/m/05n4tnv	/m/07x5fl7,/m/07x5f8y,/m/07x5fd1,/m/07x5fby,/m/07x5fnh,/m/07x5f4_,/m/07x5ftk,/m/07x5ff5,/m/07x5dyj,/m/07x5f7t,/m/07x5f38,/m/07x5fqr,/m/07x5fw7,/m/07x5fs_,/m/07x5fvp,/m/07x5fp1,/m/07x5f1k,/m/07x5dz2,/m/07x5f5k,/m/07x5f2p,/m/07x5frw,/m/07x5f0_,/m/07x5fkp,/m/07x5d_w,/m/07x5fq5,/m/07x5fwt,/m/07x5d_6,/m/07x5f77,/m/07x5fr9,/m/07x5f0f,/m/07x5fdm,/m/07x5fmc,/m/07x5f63,/m/07x5f4d,/m/07x5f8c,/m/07x5fgw,/m/07x5f6p,/m/07x5fpm,/m/07x5f23,/m/07x5fbc,/m/07x5fh_,/m/07x5fv3,/m/07x5fg9,/m/07x5fmy,/m/07x5flt,/m/07x5ffr,/m/07x5fch,/m/07x5dxz,/m/07x5fjk,/m/07x5dzn,/m/07x5f3v,/m/07x5fhf,/m/07x5f9t,/m/07x5fsf,/m/07x5fk3		293.0	02064
Pappardelle	/m/06_psm	/m/07xdjt_,/m/07xdhcv,/m/07xdjd_,/m/07xdj1g,/m/07xdjfy,/m/07xdjv_,/m/07xdhpd,/m/07xdjd1,/m/07xdj89,/m/07xdjjy,/m/07xdhv6,/m/07xdhw4,/m/07xdj2d,/m/07xdjgw,/m/07xdj0f,/m/07xdhgn,/m/07xdj97,/m/07xdjn_,/m/07xdj3b,/m/07xdhlg,/m/07xdht8,/m/07xdh6y,/m/07xdhx2,/m/07xdjqw,/m/07xdjs3,/m/07xdj56,/m/07xdhnd,/m/07xdhjl,/m/07xdhhl,/m/07xdjc3,/m/07xdhsb,/m/07xdjt1,/m/07xdhrb,/m/07xdj7c,/m/07xdh7w,/m/07xdjpy,/m/07xdhfq,/m/07xdjm3,/m/07xdjn1,/m/07xdhz5,/m/07xdhkj,/m/07xdj64,/m/07xdh_f,/m/07xdhbx,/m/07xdh8w,/m/07xdh5_,/m/07xdh9t,/m/07xdhqd,/m/07xdhds,/m/07xdjht,/m/07xdjb5,/m/07xdhy0,/m/07xdjl5,/m/07xdhmd,/m/07xdj48		1205.0	20093
Common Purslane	/m/03jdcl	/m/07x8qvm,/m/07x8qym,/m/07x8qy1,/m/07x8qw5,/m/07x8qwc,/m/07x8qzc,/m/07x8qxw,/m/07x8qy_,/m/07x8r0g,/m/07x8qwk,/m/07x8qyf,/m/07x8qtw,/m/07x8qtp,/m/07x8qv_,/m/07x8r0n,/m/07x8qsx,/m/07x8qzr,/m/07x8qxh,/m/07x8qv1,/m/07x8qt2,/m/07x8qt8,/m/07x8r0v,/m/07x8qv7,/m/07x8qzy,/m/07x8qx3,/m/07x8qvt,/m/07x8qvf,/m/07x8r10,/m/07x8q_x,/m/07x8qz5,/m/07x8q_4,/m/07x8qsq,/m/07x8qxp,/m/07x8q_j,/m/07x8qyt,/m/07x8qx9,/m/07x8qy7,/m/07x8r08,/m/07x8r02,/m/07x8q_q,/m/07x8qtg,/m/07x8qzk,/m/07x8qwr,/m/07x8qwy,/m/07x8q_b		67.0	11427
Black tea	/m/02859d	/m/07xb5xw,/m/07xb6bg,/m/07xb65d,/m/07xb64v,/m/07xb634,/m/07xb5zk,/m/07xb62l,/m/07xb5_6,/m/07xb67n,/m/07xb60x,/m/07xb620,/m/07xb66j,/m/07xb61g,/m/07xb5yf,/m/07xb5y_,/m/07xb69b,/m/07xb648,/m/07xb69x,/m/07xb686,/m/07xb68s,/m/07xb63q,/m/07xb60b,/m/07xb65z,/m/07xb5_s,/m/07xb672		4.0	14355
Common sage	/m/027_l3	/m/07x57qp,/m/07x57s6,/m/07x57xq,/m/07x57xj,/m/07x57rv,/m/07x57ws,/m/07x57yg,/m/07x57sl,/m/07x57xb,/m/07x57v8,/m/07x57q9,/m/07x57tj,/m/07x57z6,/m/07x57zs,/m/07x57qh,/m/07x57zd,/m/07x57sz,/m/07x57x4,/m/07x57yn,/m/07x57t4,/m/07x57vv,/m/07x57zz,/m/07x57s0,/m/07x57r1,/m/07x57z0,/m/07x57zl,/m/07x57sd,/m/07x57vg,/m/07x57xx,/m/07x57r8,/m/07x57ss,/m/07x57y8,/m/07x57w0,/m/07x57yv,/m/07x57wz,/m/07x57v2,/m/07x57vn,/m/07x57y2,/m/07x57tq,/m/07x57tb,/m/07x57tx,/m/07x57rn,/m/07x57qw,/m/07x57wl,/m/07x57wd,/m/07x57w6,/m/07x57rg		1317.0	02038
Irish Whiskey	/m/02vpgp8	/m/07xb1cc,/m/07xb13k,/m/07xb17m,/m/07xb1f7,/m/07xb15f,/m/07xb1h3,/m/07xb1j_,/m/07xb11p,/m/07xb0ym,/m/07xb0wr,/m/07xb0tw,/m/07xb19h,/m/07xb0_t		1046.0	14052
Focaccia	/m/02w9q6	/m/07xcvth,/m/07xcvvf,/m/07xcw0f,/m/07xcvx5,/m/07xcvrw,/m/07xcvzp,/m/07xcv_m,/m/07xcw2f,/m/07xcw27,/m/07xcvv7,/m/07xcw0m,/m/07xcvw_,/m/07xcvyk,/m/07xcvs3,/m/07xcvwf,/m/07xcvyr,/m/07xcvqs,/m/07xcvs9,/m/07xcvxm,/m/07xcvv_,/m/07xcvt1,/m/07xcw0t,/m/07xcw1k,/m/07xcvr4,/m/07xcw15,/m/07xcvqd,/m/07xcvx_,/m/07xcvwt,/m/07xcw0_,/m/07xcvw7,/m/07xcvy_,/m/07xcv__,/m/07xcvsw,/m/07xcvsp,/m/07xcvwm,/m/07xcv_t,/m/07xcv_7,/m/07xcvql,/m/07xcvvt,/m/07xcvt9,/m/07xcvyc,/m/07xcvv1,/m/07xcw1c,/m/07xcvxd,/m/07xcvsh,/m/07xcvy5,/m/07xcvz5,/m/07xcvqz,/m/07xcv_1,/m/07xcvvm,/m/07xcw07,/m/07xcvzw,/m/07xcvxt,/m/07xcvtw,/m/07xcw21,/m/07xcv_f,/m/07xcvrc,/m/07xcvtp		1134.0	18033
Mundu	/m/03cxvxl	/m/07x6n71,/m/07x6m_k,/m/07x6mzt,/m/07x6m_5,/m/07x6mxy,/m/07x6n25,/m/07x6mxk,/m/07x6n0p,/m/07x6n4f,/m/07x6mym,/m/07x6mzf,/m/07x6n2y,/m/07x6n11,/m/07x6n55,/m/07x6n5k,/m/07x6n3p,/m/07x6n39,/m/07x6n4t,/m/07x6n09,/m/07x6n1f,/m/07x6n2k,/m/07x6m_y,/m/07x6n5y,/m/07x6n1t,/m/07x6n69,/m/07x6mx5,/m/07x6n41,/m/07x6my_,/m/07x6n6p		305.0	09177
Purple Salsify	/m/02zdhf	/m/07x8s9w,/m/07x8s45,/m/07x8sb7,/m/07x8s6v,/m/07x8s8r,/m/07x8s2_,/m/07x8s76,/m/07x8s7_,/m/07x8s27,/m/07x8s2m,/m/07x8s4y,/m/07x8sb_,/m/07x8s7m,/m/07x8scc,/m/07x8s59,/m/07x8s8c,/m/07x8s62,/m/07x8s3c,/m/07x8s9h,/m/07x8s6g,/m/07x8s5p,/m/07x8s93,/m/07x8s4k,/m/07x8s3r,/m/07x8sbm		343.0	11437
Amaranth grain	/m/0c_m3h				
